星座,No,名前,メインビルドタイプ,類似の名前
steel_tower,053,極火務,bond,極火務
steel_tower,054,束田羽衣音,bond,束田羽衣音
steel_tower,055,仲辻紀元,bond,仲辻紀元
steel_tower,056,主野崇,special,主野崇
steel_tower,057,佐保再一,bond,佐保吾一
steel_tower,058,鹿角結衣,rough,鹿角結衣
steel_tower,059,常谷直之,bond,常谷直之
steel_tower,060,黒田入道,tension,黒田槍道
steel_tower,061,大涯満克,counter,大門満
steel_tower,062,寿山重奴,rough,庭山重雄
steel_tower,063,奥宮宣士,bond,奥宮宣士
steel_tower,064,ニース・ドルフィン,rough,ニース・ドルフィン
steel_tower,065,リーフ・八ミルトン,justice,リーフ・ハミルトン
steel_tower,066,ブプルース・マーリン,bond,ブルース・マーリン
steel_tower,067,ホ・チナン,counter,ホ・チナン
steel_tower,068,ホ・チナン,counter,ホ・チナン
steel_tower,069,ホ・チナン,counter,ホ・チナン
steel_tower,070,アレクサンダー・八ウゼン,counter,アレクサンダー・ハウゼン
steel_tower,071,フェデリコ・ルビエラ,counter,フェデリコ・ルビエラ
steel_tower,072,レオナルド・アルメイダ,tension,レオナルド・アルメイダ
steel_tower,073,マルコ・マセラッツティ,counter,マルコ・マセラッティ
steel_tower,074,エエデイ・八ワード,justice,エディ・ハワード
steel_tower,075,エエデイ・八ワード,justice,エディ・ハワード
steel_tower,076,フィリッフ・オーワウェエン,bond,フィリップ・オーウェン
steel_tower,077,エドガー・バルチナス,tension,エドガー・バルチナス
steel_tower,078,エドガー・バルチナス,tension,エドガー・バルチナス
steel_tower,079,八ダッフ・スリード,rough,バダップ・スリード
steel_tower,080,ウイネル,justice,ウイネル
steel_tower,081,ウイネル,justice,ウイネル
steel_tower,082,ベルゼプブ,justice,ベルゼブ
steel_tower,083,最上著大郎,counter,最上翔太郎
steel_tower,084,石床広流,rough,石床広流
steel_tower,085,飛江田範,bond,飛江田範
steel_tower,086,荒坦裂空,special,荒垣裂空
steel_tower,087,伊香只中,counter,伊香具是
steel_tower,088,由良風護,bond,由良風護
steel_tower,089,風祭細,special,風祭颯
steel_tower,090,由良風護,bond,由良風護
steel_tower,091,風祭細,special,風祭颯
steel_tower,092,阿志都大斗,tension,阿志都大斗
steel_tower,093,奏川申,rough,寒川申
steel_tower,094,月野楽太,tension,月野楽太
steel_tower,095,油田削,bond,油田削
steel_tower,096,紫頭隼大,bond,紫頭隼太
steel_tower,097,海神永量,special,海神永基
steel_tower,098,志和信沖,counter,志和信沖
steel_tower,099,志和信沖,counter,志和信沖
steel_tower,100,久能山茂貞,rough,久能山茂貞
steel_tower,101,語持勇,bond,剣持勇
steel_tower,102,冷泉力人,rough,冷泉力人
steel_tower,103,香宮邦責,bond,香宮邦貴
steel_tower,104,現井俊一,rough,現井俊一
steel_tower,105,青梅健一郎,counter,青梅健一郎
steel_tower,106,木隆利徳,justice,木庭利徳
steel_tower,107,月見秀穂,tension,月見秀穂
steel_tower,108,白咲克也,tension,白咲克也
steel_tower,109,武水住太郎,rough,武水住太郎
steel_tower,110,竹陸草輔,bond,竹陸章輔
steel_tower,111,降川来多留,justice,降川来多留
steel_tower,112,茶雑オサム,bond,茶羅オサム
steel_tower,113,白樺弓,special,白樺弓
steel_tower,114,半戸海瑠,counter,半戸海瑠
steel_tower,115,津久葉天大,tension,津久葉天太
steel_tower,116,津久葉天大,tension,津久葉天太
steel_tower,117,石田歳仁,special,石田歳仁
steel_tower,118,丹羽長秀,tension,丹羽長秀
steel_tower,119,アスレイ・ルーン,special,アスレイ・ルーン
steel_tower,120,ギムス,bond,ギムス
steel_tower,121,レイ・ルググ,special,レイ・ルク
steel_tower,122,ラ・イール,special,ラ・イール
steel_tower,123,,counter,
steel_tower,124,,counter,
steel_tower,125,,rough,
steel_tower,126,趙龍実,tension,趙龍雲
steel_tower,127,エディイ・バーランド,justice,エディ・バーランド
steel_tower,128,マルテイノ・レオーネ,counter,マルティノ・レオーネ
steel_tower,129,鶴城エリザ,special,冠城エリザ
steel_tower,130,朝宝清,tension,朝靄清
steel_tower,131,朝宝清,tension,朝靄清
steel_tower,132,果ノ守蜜,bond,巣ノ守蜜
steel_tower,133,カジ,counter,カイ
steel_tower,134,鞍そよぎ,counter,梵そよぎ
steel_tower,135,稲積石村,justice,稲積石楼
steel_tower,136,睦井辰ノ介,bond,睦井辰ノ介
steel_tower,137,キハムハ・チフン,bond,キム・チフン
support,001,冷泉名,justice,冷泉錐
support,002,木野秋,tension,木野秋
support,003,一用七助,tension,一乃七助
support,004,サンダユウ・ミシマ,special,サンダユウ・ミシマ
support,005,勝,justice,勝
support,006,大久保俊生,rough,大久保俊生
support,007,如月沙理奈,bond,如月沙理奈
support,008,場二仕,justice,場寅仕
support,009,生坦冗,bond,生垣冗
support,010,茂木沙拘都,special,茂木沙樹都
support,011,武方友,rough,武方友
support,012,栗松鉄平,counter,栗松鉄平
support,013,初島伴三,bond,初鳥伴三
support,014,向日葵まこと,justice,向日葵まこと
support,015,仲間田太助,justice,仲間田太助
support,016,大矢慢太郎,justice,大矢慢太郎
support,017,熱井羽之,justice,熱井羽之
support,018,平和人,counter,平和人
support,019,真田議夫,justice,真田幸夫
support,020,劉備玄,counter,劉備玄
support,021,伝法平介,rough,伝法平介
support,022,仲義人,counter,仲義人
support,023,太鼓田保,bond,太鼓田保
support,024,恵比寿原始,counter,恵比寿原始
support,025,大黒弘樹,tension,大黒弘樹
support,026,陸奥大吾,special,陸奥大吾
support,027,登川光,special,登川光
support,028,永長千里,tension,永長千里
support,029,博多商次,rough,博多商次
support,030,栃木光,special,栃木光
support,031,薬原醒人,counter,薬原椋人
support,032,愛甲大介,counter,愛甲大介
support,033,,special,
support,034,大福笑介,rough,大福笑介
support,035,手崎清矢,tension,手崎清矢
support,036,,tension,
support,037,奈良清吾,tension,奈良清吾
support,038,花村広之,tension,花村広之
support,039,高原竜也,tension,高原竜也
support,040,王円弾,rough,王円弾
support,041,頂植成樹,justice,柘植成樹
support,042,緑川定,special,緑川定
support,043,娠城下一,tension,赤城一斗
support,044,海崎清美,counter,海崎清美
support,045,浦片佳,counter,浦片佳彦
support,046,鹿島精児,bond,鹿島精児
support,047,岡野一輝,tension,岡野一輝
support,048,海堂備平,rough,海堂脩平
support,049,家田到介,rough,細田啓介
support,050,,special,
support,051,正目光一,counter,正目光一
support,052,古損獅童,bond,古賀獅童
support,053,堂固鉄洋,tension,警固鉄洋
support,054,,special,
support,055,五洋武,tension,五洋武
support,056,膝崎三省,justice,藤崎三省
support,057,大林たかお,counter,大林たかお
support,058,車谷曲男,counter,車谷曲男
support,059,吉野大,counter,吉野大
support,060,請川渡志,bond,請川渡志
support,061,大阪奈央彦,counter,大阪奈央彦
support,062,円堂カノン,special,円堂カノン
support,063,少弐虹,counter,少弐暁
support,064,平松銀次,counter,平松銀次
support,065,膝内夏弓,justice,藤内真弓
support,066,鉄北国子,justice,鉄北園子
support,067,千原桂花,justice,千原桂花
support,068,ランス・ロロッツトン,rough,ランス・ロットン
support,069,戸羽要,counter,戸羽要
support,070,札野霧正,rough,札野霧正
support,071,真田六郎,bond,真田六郎
support,072,,bond,
support,073,時賠旭,bond,-
support,074,久遠道也,justice,久遠道也
support,075,僧信安心,tension,僧侶安心
support,076,銘交魔子,rough,銘慈魔子
support,077,銘交魔子,rough,銘慈魔子
support,078,我如古桁簡,rough,我如古柘榴
support,079,,special,
support,080,市正,justice,市正
support,081,仁恒,special,仁悟
support,082,ジャンヌ・ダルフ,justice,ジャンヌ・ダルク
support,083,関羽,counter,関羽
support,084,ミーア・キセツト,rough,ミーア・キャット
support,085,水居幸,tension,糸居幸
support,086,灘勝徳,special,灘勝徳
support,087,浦池密,rough,浦池密
support,088,三本矢元就,counter,三本矢元就
support,089,有海崎玲亜,counter,有海崎玲亜
support,090,安福みちや,tension,-
support,091,野神有,justice,野神有
support,092,アーネスト・チエリーバイ,bond,アーネスト・チェリーパイ
support,093,家々阿比留,justice,家々阿比留
support,094,家々阿比留,justice,家々阿比留
support,095,島田毅地,justice,島田舞茄
support,096,本靖喜,tension,椛本靖喜
support,097,生花七菜,bond,生花七菜
support,098,華盛笑実里,rough,華盛笑実里
support,099,雛石のえる,bond,雛石のえる
support,100,伊座那光次,justice,-
support,101,マツッツク・スクライド,bond,マック・スクライド
support,102,冨良民子,justice,富良民子
test,001,宝来凪人,counter,宝来凪人
test,002,召沢碧海,counter,岩沢碧海
the_top,001,肘井靖洋,bond,肘井靖洋
the_top,002,,counter,
the_top,003,三三十一示三,justice,三三十一六三
the_top,004,砂場木一力,tension,砂場木一刀
the_top,005,風烈隼光,bond,風烈隼光
the_top,006,十字性昭,bond,十字導昭
the_top,007,舌島改太,tension,器島改太
the_top,008,,counter,
the_top,009,伏木動矢,justice,伏木動矢
the_top,010,大文字文人,counter,大文字文人
the_top,011,風向拓斗,special,風向拓斗
the_top,012,甲月一,justice,卯月一
the_top,013,竜巻渡,bond,竜巻渡
the_top,014,,counter,
the_top,015,遊佐紐平,counter,遊佐紺平
the_top,016,,bond,
the_top,017,幹田軍人,rough,幹田重人
the_top,018,貨平健,special,貨平健
the_top,019,陸山望晴,special,陸山望晴
the_top,020,村木拓馬,rough,村木拓馬
the_top,021,英嶋新士,rough,英嶋新士
the_top,022,投輸絡,justice,投輪絡
the_top,023,仁村和史,counter,仁村和史
the_top,024,駒形要志,tension,駒形要志
the_top,025,浜田二三男,rough,浜田二三男
the_top,026,執行美紀,rough,執行美紀
the_top,027,西脇星来,special,西脇星来
the_top,028,斉田将光,justice,斉田将光
the_top,029,還作小仁,rough,靴作小仁
the_top,030,土井純香,justice,土井純香
the_top,031,伊木永太,bond,伊木永太
the_top,032,衣羽亜唱花,tension,衣羽亜恵花
the_top,033,冨買礼一郎,tension,富貴礼一郎
the_top,034,小航噴流,special,小航噴流
the_top,035,四気商,special,四気筒
the_top,036,川色オ斗,rough,川勾才斗
the_top,037,タダタラモ・タダラリワ,tension,タラモ・タラワ
the_top,038,夏鳴耳奴,rough,夏鳴耳雄
the_top,039,,counter,
the_top,040,石黄英世,counter,石黄英世
the_top,041,,rough,
the_top,042,常朋壱時,tension,常磐壱時
the_top,043,測尾川八,tension,瀬尾川八
the_top,044,,bond,
the_top,045,辺都度阪堂,counter,辺都度阪堂
tire,001,難波花枝,tension,難波花枝
tire,002,ゲネル,justice,ゲネル
tire,003,ポボブプ・ポビンス,counter,ボブ・ボビンス
tire,004,梶田車次,tension,棍田重次
tire,005,天城大地,tension,天城大地
tire,006,石川五衛大,tension,石川五衛太
tire,007,草生久志,special,草生久志
tire,008,仮沢装,rough,仮沢装
tire,009,五利下吾,bond,五利真吾
tire,010,野部流来人,justice,野部流来人
tire,011,恨藤美,rough,屍藤美
tire,012,和井郭太,rough,鶏井亮太
tire,013,壁山志召郎,justice,壁山塀吾郎
tire,014,友回愛斗,rough,友岡愛斗
tire,015,軟山弱,counter,軟山弱
tire,016,八百野スミ,bond,八百野スミ子
tire,017,丸出為夫,counter,丸出為夫
tire,018,賭山流,rough,賭山流
tire,019,,tension,
tire,020,午田ほん大,counter,-
tire,021,,rough,
tire,022,氷室剛勇,tension,氷室剛勇
tire,023,溝浦昌世,rough,-
tire,024,坂山金太郎,special,坂山金太郎
tire,025,天正孝一,rough,天正叡一
tire,026,布袋一人,justice,布袋一人
tire,027,,special,
tire,028,鎌桐蒼人,tension,鎌桐蒼人
tire,029,容城門藤次,rough,羅城門藤次
tire,030,枚田影夫,counter,枚田影夫
tire,031,水田流,rough,水田流
tire,032,出田優士,counter,出田優士
tire,033,桐技躍馬,tension,桐技躍馬
tire,034,質屋流,bond,質屋流
tire,035,松田正敏,special,松田正敏
tire,036,高知勇士,counter,高知勇士
tire,037,鮭川昇,special,鮭川昇
tire,038,屋上遊,tension,屋上遊
tire,039,手力崇男,justice,手力崇男
tire,040,五月晴記,special,五月晴彦
tire,041,植木繁治,counter,植木繁治
tire,042,玉井央一,justice,玉井央一
tire,043,高奴みのる,rough,高雄みのる
tire,044,前國航平,bond,前園航平
tire,045,米沢義弘,rough,米沢義弘
tire,046,条下返,justice,森下返
tire,047,能本幾太郎,counter,熊本幾太郎
tire,048,久士田結人,tension,久士田結人
tire,049,栗山湾大,justice,淀山大良
tire,050,井形芳生,special,井形芳生
tire,051,,justice,
tire,052,川映育俊,rough,川蝉育俊
tire,053,相戸敦,rough,榎戸敦
tire,054,鼻本丈奴,special,鼻本丈雄
tire,055,阿後大三,justice,阿後大三
tire,056,筋原俊二,justice,筋原俊二
tire,057,松本はやと,rough,松本はやと
tire,058,柔光良,bond,柔光良
tire,059,横田ケンイチ,counter,横田ケンイチ
tire,060,模寺仁唱,special,模寺仁晶
tire,061,船田光洋,bond,船田光洋
tire,062,賀茂歓行,justice,賀茂歓行
tire,063,桜多聞,rough,桜多聞
tire,064,石山防仁,special,石山防仁
tire,065,一色真砂士,bond,一色真砂士
tire,066,膝田大,rough,蛸田轟大
tire,067,曽里厳,counter,-
tire,068,村山昇治,special,村山昇治
tire,069,野田岳,justice,野田岳
tire,070,浜本塁,justice,浜本塁
tire,071,表山省二,counter,舟山省二
tire,072,大鹿伸吾,special,大鹿伸吾
tire,073,尾崎佳知,rough,尾崎佳知
tire,074,沼上泥江,counter,沼上泥江
tire,075,本多康平,rough,本多康平
tire,076,金色庄七,justice,金色庄七
tire,077,横山詩介,justice,横山圭介
tire,078,押本久仁恵,rough,押本久仁恵
tire,079,横山詩介,justice,横山圭介
tire,080,団野昭南,counter,団野昭南
tire,081,団野昭南,counter,団野昭南
tire,082,野林成有,counter,野林茂有
tire,083,大河誠剛,justice,大河誠剛
tire,084,無頼寺五郎蔵,justice,無頼寺五郎蔵
tire,085,シャバルリー・リベイロロ,justice,シャバリー・リベイロ
tire,086,王井一郎,tension,王井一郎
tire,087,オツトリーノ・ノビリ,tension,オットリーノ・ノビリ
tire,088,ダニエレ・サングティス,justice,ダニエレ・サンクティス
tire,089,テレス・トルーエエ,counter,テレス・トルーエ
tire,090,マリオ・サビオラ,rough,マリオ・サビオラ
tire,091,アズベル・トルケーゼ,counter,アズベル・トルケーゼ
tire,092,カーメイ・コーラー,rough,カーメイ・コーラー
tire,093,グブリッツジヨ・ジエェエッソ,tension,グリッジョ・ジェッソ
tire,094,ゴライアス,justice,ゴライアス
tire,095,ラボポボック・ヘンクタツカー,tension,ラボック・ヘンクタッカー
tire,096,ウオルター・マウンテン,justice,ウォルター・マウンテン
tire,097,アソール・ノルキア,tension,アソール・ノルキア
tire,098,ニシエル・モラン,special,ミシェル・モラン
tire,099,チエアマン|,rough,チェアマンＩ
tire,100,ケネデ・ムロベッツイ,justice,ケネデ・ムロベッヅィ
tire,101,唐崎相市,justice,唐崎桐市
tire,102,開地惹名,tension,開地惹句
tire,103,ダイツコ・ブーカ,counter,ダイッコ・ブーカ
tire,104,甘訂隆住,tension,甘蔗隆住
tire,105,珈琲拠,special,珈琲挽
tire,106,多度和朱,rough,多度和基
tire,107,笛頭骨世,counter,笛頭峻也
tire,108,サキネル,special,サキネル
tire,109,人へビーモス,rough,ヘビーモス
tire,110,押井剛,justice,押井剛
tire,111,伊吹死,bond,伊吹死鬼
tire,112,守賀徹,counter,党賀徹
tire,113,大沢田虎鉄,justice,大沢田虎鉄
tire,114,道家冠十郎,justice,道家冠十郎
tire,115,,special,
tire,116,豊田本,rough,豊田穣
tire,117,武雲月弥,justice,武雲月弥
tire,118,邸緩助,justice,邸緩助
tire,119,獅子蜂オ治,justice,獅子峰才治
tire,120,粉木夢二,special,粉木夢二
tire,121,皮汐他頭水,special,皮羽他頭水
tire,122,福田楼太郎,counter,福田楼太郎
tire,123,添田久留三,counter,添田久留三
tire,124,大風谷義一,bond,大風谷義一
tire,125,尾伊都夏大,tension,尾伊都夏太
tire,126,文藤量,counter,文藤量
tire,127,大見鎧,tension,大兜鎧
tire,128,円秀立,justice,円秀立
tire,129,突攻撃進,justice,突庭撃進
tire,130,邑編桐一郎,rough,邑縞桐一郎
tire,131,福音堅司,bond,福音堅司
tire,132,曰租熊千代,bond,-
tire,133,曰租熊千代,bond,-
tire,134,田孫狂,special,田孫獏
tire,135,,special,
tire,136,,special,
tire,137,,special,
tire,138,御石月長,special,御石月長
tire,139,押本弾機,tension,押本強機
tire,140,見不科王佐人,justice,見不科王佐人
tire,141,多蛇大大,rough,多蛇大太
tire,142,文田時測,counter,文田時測
tire,143,摂万次郎,counter,毬万次郎
tire,144,堤きゃやゃベべつ,special,堤きゃべつ
tire,145,志免針歌,counter,志免楚歌
tire,146,山田董一,special,山田童一
tire,147,小山田俊介,counter,小山田俊介
tire,148,,justice,
tire,149,周防烈也,bond,周防烈也
tire,150,落村伝来,tension,落村伝来
tire,151,オーグ,rough,オーグ
tire,152,上志堅葛,justice,具志堅勇
tire,153,矢部半兵衛,special,矢部半兵衛
tire,154,酢上鼻廉示,tension,酢鼻廉示
tire,155,肥尾賀植頼,justice,嘉尾賀植頼
tire,156,栗毛トオル,rough,栗毛トオル
tire,157,焼田只里回,tension,焼田具里固
tire,158,デメグ,special,デメグ
tire,159,ダフ,special,ダク
tire,160,,bond,
tire,161,八オ・ポボーノ,counter,ハオ・ボーノ
tire,162,早嘉城数寄,special,早嘉城数寄
tire,163,許虎猪,tension,許虎猪
tire,164,トリヨンフ,counter,トリヨンフ
tire,165,新田蜂之心,justice,新田蜂之心
tire,166,能崎伝治,special,熊崎伝治
tire,167,他山幸助,justice,他山幸助
tire,168,通紋次郎,tension,通紋次郎
tire,169,ジャング・ゴルダス,justice,ジャンク・ゴルダス
tire,170,マン・チエスター,bond,マン・チェスター
tire,171,マン・チエスター,bond,マン・チェスター
tornado,001,大柄星士,bond,大楠星士
tornado,002,マイキー・リチャセーズ,counter,マイキー・リチャーズ
tornado,003,間野カゲト,rough,闇野カゲト
tornado,004,ラファエレ・ジエネラーニ,counter,ラファエレ・ジェネラーニ
tornado,005,日高岳,justice,日高岳
tornado,006,在手実弓,rough,在手実弓
tornado,007,甲賀幻,bond,甲賀幻
tornado,008,造形製奴,special,造形製雄
tornado,009,膝林長門,tension,藤林長門
tornado,010,明井戸達人,rough,明井戸達人
tornado,011,下鶴改,tension,下鶴改
tornado,012,,justice,
tornado,013,連丸吉頁,special,-
tornado,014,目戸宇左,justice,目戸宇左
tornado,015,明天名青,justice,明天名智
tornado,016,安永英嗣,justice,安永英嗣
tornado,017,千手孝史,bond,千手孝史
tornado,018,那須与一,tension,那須与一
tornado,019,宇院武流人,bond,宇院武流人
tornado,020,押井解,counter,押井解
tornado,021,水渡長流,tension,水渡長流
tornado,022,探田偵人,tension,探田偵人
tornado,023,山岡洋,counter,山岡洋
tornado,024,花神蔵六,rough,花神蔵六
tornado,025,寺務育生,justice,寺務育生
tornado,026,福津甚世,counter,福津朔也
tornado,027,己すぐる,tension,弓すぐる
tornado,028,雨宮長守,special,雨宮長宏
tornado,029,流山守行,justice,流山宏行
tornado,030,新井超,bond,新井超
tornado,031,,justice,
tornado,032,折野創,justice,折野創
tornado,033,鉄野洋平,rough,鉄野洋平
tornado,034,越居貞夫,special,越智貞夫
tornado,035,縦演明,justice,縦演明
tornado,036,棒迫満,justice,棒迫満
tornado,037,界戸肝,special,界戸瞬
tornado,038,目座相斗,rough,目座相斗
tornado,039,弾太軸,bond,-
tornado,040,身辺保,tension,身辺保
tornado,041,疾風隼人,justice,疾風隼人
tornado,042,賀美法子,bond,加賀美法子
tornado,043,鉄壁堅,counter,鉄壁堅
tornado,044,神田大祐,bond,神田基祐
tornado,045,西部愉也,rough,西部鷹也
tornado,046,堀道子,bond,堀道子
tornado,047,平良潜,justice,平良潜
tornado,048,根切ともえ,bond,根切ともえ
tornado,049,角塚王是,justice,角塚王是
tornado,050,骨場銀子,counter,船場銀子
tornado,051,小龍細,tension,小龍翼
tornado,052,組村浮弘,special,組村淳弘
tornado,053,,bond,
tornado,054,吉本和希,justice,吉本和希
tornado,055,,justice,
tornado,056,,counter,
tornado,057,西川昌枝,special,西川昌枝
tornado,058,目抜革火,justice,目抜冴火
tornado,059,小寺恒之,bond,小寺恒之
tornado,060,渡克明,special,渡克明
tornado,061,北形神音,bond,北形神音
tornado,062,草木保則,tension,冴木保則
tornado,063,桶谷平大,counter,桶谷平太
tornado,064,宮池椎奈,special,宮池椎奈
tornado,065,福田光久,justice,福田光久
tornado,066,荻野哲郎,bond,荻野哲郎
tornado,067,田元寿紀,justice,田元寿紀
tornado,068,誠川速重,special,岸川速香
tornado,069,君小好正,special,君波好正
tornado,070,清家苑香,justice,清家苑香
tornado,071,代田日出夫,counter,代田日出夫
tornado,072,葉月芽亜里,rough,葉月芽亜里
tornado,073,久本車明,special,久本重明
tornado,074,高峰到里沙,tension,高峰瑛里沙
tornado,075,高津和史,rough,高津和史
tornado,076,黒沢賢人,tension,黒沢賢人
tornado,077,測川流留,tension,瀬川流留
tornado,078,平留九朗,counter,平留九朗
tornado,079,マジデイ・イスマイール,tension,マジディ・イスマイール
tornado,080,イン・チキータダ,counter,イン・チキータ
tornado,081,チエ・チセンスウ,counter,チェ・チャンスウ
tornado,082,バツサン・アーメド,bond,ハッサン・アーメド
tornado,083,シヨーン・ビアース,bond,ショーン・ピアース
tornado,084,ゴーシュ・フレア,tension,ゴーシュ・フレア
tornado,085,ミケーレ・ジセツクス,rough,ミケーレ・ジャックス
tornado,086,早撃鉱子,bond,早撃銃子
tornado,087,語恭平,bond,剣恭平
tornado,088,狭井骨也,rough,狭井峻也
tornado,089,アスダタダロス,counter,アスタロス
tornado,090,三材詩人,counter,三枡圭人
tornado,091,ネネル,counter,ネネル
tornado,092,ファアン・スベルディイア,special,フアン・スベルディア
tornado,093,エノレル,special,エノレル
tornado,094,三羽踊,counter,三羽踊
tornado,095,高城乃風子,rough,高城乃風子
tornado,096,理央マルシヤセ,rough,理央マルシャ
tornado,097,召喚原,tension,召喚願
tornado,098,,special,
tornado,099,多陣香美,rough,多陣香美
tornado,100,千徳真咲,tension,千徳真咲
tornado,101,情報整理,tension,情報整理
tornado,102,小増上直影,rough,小塙直影
tornado,103,炉保手楠美,rough,炉保手楠美
tornado,104,,tension,
tornado,105,,special,
tornado,106,大笹牧吾郎,counter,大笹牧吾郎
tornado,107,堀米乱大,justice,堀米乱太
tornado,108,,counter,
tornado,109,恵隆亜須帆,counter,恵隆亜須帆
tornado,110,,special,
tornado,111,手和ケン,counter,手裏ケン
tornado,112,揚撃手津奴,justice,狙撃手津雄
tornado,113,鈴名和掛,justice,鈎名和掛
tornado,114,苦無中,tension,苦無中
tornado,115,走破両久,rough,走破耐久
tornado,116,巻凌逃,justice,巻菱逃
tornado,117,人語城京介,rough,剣城京介
tornado,118,木屋功治,rough,木屋功治
tornado,119,秋山ヒミコ,special,秋山ヒミコ
tornado,120,鬼怒川我賀,counter,鬼怒川我貫
tornado,121,比喜健康,tension,比嘉健康
tornado,122,氷里拘,rough,氷里樹
tornado,123,安藤蛋之,tension,安藤恒之
tornado,124,海図航一郎,tension,海図航一郎
tornado,125,住井礼,bond,住井礼
tornado,126,比嘉志大也,justice,比嘉志欣也
tornado,127,土井垣元,special,土井垣元
tornado,128,藍野陣,bond,藍野勇
tornado,129,正添快晴,counter,正添快晴
tornado,130,郷里乱造,counter,郷里乱造
tornado,131,雨露しずぐ,counter,雨露しずく
tornado,132,布施妖,rough,布施覆
tornado,133,九朗田踊助,justice,九朗田踊助
tornado,134,福山繰柄,rough,福山繰栖
tornado,135,北下武利,justice,北下武利
tornado,136,太力場佳,justice,太力場佳
tornado,137,怖川霊子,rough,怖川霊子
tornado,138,佐々西己利,counter,佐々西己利
tornado,139,空閑財子,rough,財前塔子
tornado,140,書原辰人,justice,書原辰人
tornado,141,四井静時,special,四井静時
tornado,142,禄中踏,special,-
tornado,143,必坦爪二郎,bond,鷹垣爪二郎
tornado,144,加銘礼央,counter,加銘礼央
tornado,145,内村正士郎,counter,内村正士郎
tornado,146,品田戴,counter,品田戴
tornado,147,初市訪美,bond,初市詠美
tornado,148,場津典子,counter,場津典子
tornado,149,恵理栖準星,bond,恵理栖準星
tornado,150,を|崎鉄男,counter,釘崎鉄男
tornado,151,恵理栖準星,bond,恵理栖準星
tornado,152,山郭乗,counter,山郭乗
tornado,153,鉢緒真樹夫,bond,鉢緒真樹夫
tornado,154,播磨忠,bond,播磨忠
tornado,155,三井想汰,counter,三井想汰
tornado,156,早田拓矢緒,rough,早田捌矢緒
tornado,157,桜流龍衣子,justice,桜流舞衣子
tornado,158,島賊水脚面,rough,烏賊水脚面
tornado,159,速斗瞬一,special,速斗瞬一
tornado,160,月二花世,rough,月雪花世
tornado,161,線引疾人,rough,線引疾人
tornado,162,名村宏,tension,名村宏
tornado,163,雄俣爽子,special,磁倶爽子
tornado,164,語城優一,justice,剣城優一
tornado,165,露原辻利,tension,露原曇利
tornado,166,弁天九郎丸,rough,弁天九郎丸
tornado,167,椎名紅絹乃,rough,椎名紅絹乃
tornado,168,責7武度,special,-
tornado,169,折上夜子,bond,折上夜子
tornado,170,姜伯朋,bond,姜伯麒
tornado,171,マスラ,justice,マスラ
tornado,172,亜風炉照美,special,亜風炉照美
tornado,173,ザナークグ・アバロニンク,rough,ザナーク・アバロニク
tornado,174,般田ぬい,counter,櫛田ぬい
tornado,175,宇和たえ子,counter,宇和たえ子
tornado,176,神宮呈月,rough,神宮皇月
tornado,177,九平映夢,counter,九平映夢
tornado,178,暮乃判華,tension,暮乃判華
tornado,179,風連白矢,rough,風蓮白矢
trophy,001,土州恋,justice,土州恋
trophy,002,アンジェエロ・ガブリーニ,counter,アンジェロ・ガブリーニ
trophy,003,負備,special,劉備
trophy,004,条棚久,rough,-
trophy,005,ドレーヌ,justice,ドレーヌ
trophy,006,手札来斗,special,手札来斗
trophy,007,常朋勝男,counter,常磐勝男
trophy,008,中山律,justice,中山律
trophy,009,間竜介,bond,間竜介
trophy,010,,tension,
trophy,011,武方勝,rough,武方勝
trophy,012,源田幸次郎,special,源田幸次郎
trophy,013,山岸迫,justice,山岸迫
trophy,014,服部陸,tension,服部陸
trophy,015,白金希,justice,白金希
trophy,016,草有川治,bond,芥川治
trophy,017,札野蝶司,special,札野蝶司
trophy,018,,tension,
trophy,019,久家君麻格,justice,久家君麻呂
trophy,020,伊達竜,special,伊達竜
trophy,021,縄手万作,tension,縄手万作
trophy,022,尾泉平介,counter,尾泉平介
trophy,023,井川豊,bond,井川豊
trophy,024,打崎達士,special,打崎達士
trophy,025,佐賀三兵,bond,佐賀三兵
trophy,026,井出龍吉,justice,井出龍吉
trophy,027,古武台気,bond,古武合気
trophy,028,絵只裕斗,bond,絵嶋裕斗
trophy,029,上坂納,tension,上坂納
trophy,030,高野瑠偉,bond,高野瑠偉
trophy,031,回野征ニ,bond,向野征二
trophy,032,家永草,tension,家永章
trophy,033,野家広貼,counter,野家広貼
trophy,034,玉月上肝,rough,玉月瞬
trophy,035,赤羽隼士,justice,赤羽隼士
trophy,036,桜井広司,justice,桜井広司
trophy,037,吉見久敏,justice,吉見久敏
trophy,038,サガミネーター,justice,サガミネーター
trophy,039,能登郁海,tension,能登郁海
trophy,040,結城昭召,justice,結城昭吾
trophy,041,今崎恵一,bond,今崎恵一
trophy,042,竹之内波恵,special,竹之内波恵
trophy,043,堪久宮介,counter,左久亮介
trophy,044,米谷砂絵,justice,米谷砂絵
trophy,045,ソル・ヒヨンデ,tension,ソル・ヒョンデ
trophy,046,江本年暴,bond,江本征典
trophy,047,ゴルド・デイアス,counter,ゴルド・ディアス
trophy,048,マーティイン・スコール,tension,マーティン・スコール
trophy,049,馬乗炉出奴,special,馬乗炉出雄
trophy,050,コルジア・セレーゾ,counter,コルジァ・セレーゾ
trophy,051,,tension,
trophy,052,福王子有麻伊子,justice,福王子麻伊子
