星座,No,名前,メインビルドタイプ
ドラゴン座,170,律ノ森 こまち,正義
ハンド座,1,宝来 凪人,カウンター
ハンド座,2,ロココ・ウルパ,カウンター
ハンド座,3,影浦 透司,カウンター
ハンド座,4,六塔 源蔵,キズナ
ハンド座,5,山薫 壮大,テンション
ハンド座,6,円堂 守,正義
ハンド座,7,塩谷 ヒロ,カウンター
ハンド座,8,部灰 炎,カウンター
ハンド座,9,金剛 新,テンション
ハンド座,10,矢野 球児,キズナ
ハンド座,11,三宅 力丸,キズナ
ハンド座,12,勝 海次,カウンター
ハンド座,13,包木 宏明,カウンター
ハンド座,14,箸井 邦明,カウンター
ハンド座,15,奈々星 典斗,必殺
ハンド座,16,愛宕 達平,カウンター
ハンド座,17,大久 史也,正義
ハンド座,18,明星 すばる,カウンター
ハンド座,19,薬師寺 健,必殺
ハンド座,20,江田 俊二,キズナ
ハンド座,21,羅馬 久輝,テンション
ハンド座,22,香堂 調,キズナ
ハンド座,23,岩沢 碧海,カウンター
ハンド座,24,宇佐美 将也,テンション
ハンド座,25,街野 開矢,キズナ
ハンド座,26,段田 正義,ラフプレー
ハンド座,27,衣留花 充昭,必殺
ハンド座,28,鶴田 時朗,正義
ハンド座,29,群馬 草彦,必殺
ハンド座,30,錬山 術,正義
ハンド座,31,発田 三郎,キズナ
ハンド座,32,安川 慎之介,ラフプレー
ハンド座,33,布原 ヒロ,ラフプレー
ハンド座,34,山中 圭,キズナ
ハンド座,35,岩田 剛基,カウンター
ハンド座,36,唐 拓郎,必殺
ハンド座,37,南瓜 敬作,ラフプレー
ハンド座,38,浜崎 克哉,カウンター
ハンド座,39,谷村 刀麻,テンション
ハンド座,40,藤波 貴真,カウンター
ハンド座,41,宮地 弘也,必殺
ハンド座,42,森林 進,ラフプレー
ハンド座,43,舞鶴 浩正,正義
ハンド座,44,大崎 練,テンション
ハンド座,45,早津 愛輝,必殺
ハンド座,46,高間 歩唯,キズナ
ハンド座,47,吉竹 英利,キズナ
ハンド座,48,仁若 芸知,ラフプレー
ハンド座,49,宜保 兼勝,キズナ
ハンド座,50,会田 力,必殺
ハンド座,51,木田 悠翔,必殺
ハンド座,52,乗松 響平,カウンター
ハンド座,53,旅本 明宏,ラフプレー
ハンド座,54,古山 真実,テンション
ハンド座,55,柴垣 昌浩,カウンター
ハンド座,56,清水 忠志,キズナ
ハンド座,57,名倉 俊夫,必殺
ハンド座,58,津田 珠音,キズナ
ハンド座,59,寺西 富美子,必殺
ハンド座,60,宇宙 航,正義
ハンド座,61,福川 陽子,正義
ハンド座,62,白山 恭男,テンション
ハンド座,63,大上 為男,必殺
ハンド座,64,華吹 宏作,ラフプレー
ハンド座,65,白坂 映,キズナ
ハンド座,66,山田 栄斗,テンション
ハンド座,67,宇野 希望,必殺
ハンド座,68,樋口 厚治郎,必殺
ハンド座,69,平岩 竜太郎,必殺
ハンド座,70,吉 勝美,キズナ
ハンド座,71,桂本 健四郎,ラフプレー
ハンド座,72,ナセル・ムスタファ,ラフプレー
ハンド座,73,普久原 野枝美,カウンター
ハンド座,74,タラル・ハマド,正義
ハンド座,75,チョウ・ミョンホ,テンション
ハンド座,76,フレディ・マックイーン,必殺
ハンド座,77,ロココ・ウルパ,カウンター
ハンド座,78,ギャレス・バレット,正義
ハンド座,79,ディンゴ,必殺
ハンド座,80,カバーロ・オリビエラ,カウンター
ハンド座,81,フォクス,ラフプレー
ハンド座,82,モンストロ,正義
ハンド座,83,アントン・ガッツーゾ,テンション
ハンド座,84,ロゼオ・ディアマンテ,必殺
ハンド座,85,ラモン・マルチネス,ラフプレー
ハンド座,86,ゾラニ・バロイ,テンション
ハンド座,87,五所 涼太,テンション
ハンド座,88,属性賀 特殊,ラフプレー
ハンド座,89,砂田 サハラ,カウンター
ハンド座,90,真鳥 佳子,必殺
ハンド座,91,赤切 政辰,キズナ
ハンド座,92,長等 準次,必殺
ハンド座,93,令官 司,必殺
ハンド座,94,樫尾 星五,カウンター
ハンド座,95,倉ノ院 佐之助,必殺
ハンド座,96,三波 十次,必殺
ハンド座,97,金成 敦則,ラフプレー
ハンド座,98,鉄雄田 政志,キズナ
ハンド座,99,狩屋 マサキ,テンション
ハンド座,100,小坂 元成,キズナ
ハンド座,101,猿賀 操馬,キズナ
ハンド座,102,一之宮 仁衣弥,カウンター
ハンド座,103,黒船 威造,正義
ハンド座,104,井柳 丈次,正義
ハンド座,105,千宮路 大和,カウンター
ハンド座,106,安守 地春,ラフプレー
ハンド座,107,蛇野 巻人,必殺
ハンド座,108,鮎川 瞬,テンション
ハンド座,109,小岩 羊介,カウンター
ハンド座,110,歌舞天寺 矢駈,必殺
ハンド座,111,道筋 隈信,キズナ
ハンド座,112,奪川 剛辰,ラフプレー
ハンド座,113,格根 刃闘,カウンター
ハンド座,114,亀山 牟狭士,ラフプレー
ハンド座,115,刺倉 リン,ラフプレー
ハンド座,116,吉根 九蔵,ラフプレー
ハンド座,117,美濃 牟史,必殺
ハンド座,118,江蓮 範人,テンション
ハンド座,119,真次 仁志,キズナ
ハンド座,120,須永 穂摘,必殺
ハンド座,121,地瀬 留介,ラフプレー
ハンド座,122,日比野 清男,ラフプレー
ハンド座,123,紫水 晶,テンション
ハンド座,124,佐渡丹 樟,カウンター
ハンド座,125,四方山 胴心,正義
ハンド座,126,回原 蹴助,必殺
ハンド座,127,足黒 芳一朗,カウンター
ハンド座,128,高円寺 習也,テンション
ハンド座,129,お菓子刑事,必殺
ハンド座,130,特乃 攻留,正義
ハンド座,131,鞠 水都,必殺
ハンド座,132,目貫 隻,キズナ
ハンド座,133,猫曽木 一生,カウンター
ハンド座,134,ヤシャ,キズナ
ハンド座,135,スティア,必殺
ハンド座,136,ルード,ラフプレー
ハンド座,137,ババース,ラフプレー
ハンド座,138,比伊知 美良,必殺
ハンド座,139,ヒナノ・マウピ,必殺
ハンド座,140,メアリ・ロビンソン,カウンター
ハンド座,141,小濱 千次郎,カウンター
ハンド座,142,巻田 数子,必殺
ハンド座,143,真盛 均多留,カウンター
ハンド座,144,ケイン・ウィジェット,必殺
ハンド座,145,鈴森 サイヤ,正義
ハンド座,146,カイオス・ダオ,カウンター
ハンド座,147,野牟 克人,キズナ
ハンド座,148,武党 軍平,正義
ハンド座,149,王乃 貞行,ラフプレー
ハンド座,150,大字 稲花,カウンター
ハンド座,151,薬院 広也,必殺
ハンド座,152,番大 黒美,テンション
ハンド座,153,狭来 来世,必殺
ハンド座,154,白田 万兵衛,正義
ハンド座,155,隕石 豪平,必殺
ハンド座,156,柳 核,カウンター
ハンド座,157,田之村 将星,正義
ハンド座,158,猪狩 鉄太,ラフプレー
ハンド座,159,濁谷 奈輝,カウンター
ハンド座,160,堅道 屋次郎,正義
ハンド座,161,福沢 導 吉,ラフプレー
ハンド座,162,諏佐野 央児,カウンター
ハンド座,163,太力雄 岩史,ラフプレー
ハンド座,164,小樽田 朗介,必殺
ハンド座,165,江ノ口 愛司郎,必殺
ハンド座,166,小松田 一仙,ラフプレー
ハンド座,167,九条 静子,キズナ
ハンド座,168,円堂 大介,正義
ハンド座,169,荒矢 大介,正義
ペンギン座,1,洞面 秀一郎,カウンター
ペンギン座,2,バルバトス,ラフプレー
ペンギン座,3,音無 春奈,キズナ
ペンギン座,4,大杉 太,カウンター
ペンギン座,5,多聞 北玄,キズナ
ペンギン座,6,西郷 隆,テンション
ペンギン座,7,牧 谷 寛,ラフプレー
ペンギン座,8,渋木 翔大,ラフプレー
ペンギン座,9,恵那 和樹,必殺
ペンギン座,10,椋本 圭,テンション
ペンギン座,11,佐久間 次郎,カウンター
ペンギン座,12,寺門 大貴,ラフプレー
ペンギン座,13,鬼道 有人,正義
ペンギン座,14,南陸 極,必殺
ペンギン座,15,榎本 武,正義
ペンギン座,16,烈風 金道,必殺
ペンギン座,17,水草 陽之,テンション
ペンギン座,18,吉備 桃太郎,キズナ
ペンギン座,19,滋賀 圭作,キズナ
ペンギン座,20,馬頭 鋭気,テンション
ペンギン座,21,日柄 美照,正義
ペンギン座,22,岐阜 悠紀,必殺
ペンギン座,23,弥谷 剣五,キズナ
ペンギン座,24,竺和 了,正義
ペンギン座,25,帯屋 歴人,カウンター
ペンギン座,26,池州 宗彦,テンション
ペンギン座,27,馬場 信輔,正義
ペンギン座,28,鯉真 精児,キズナ
ペンギン座,29,比得 呂介,必殺
ペンギン座,30,水上 渡,ラフプレー
ペンギン座,31,片倉 慈音,正義
ペンギン座,32,佐久間 次郎,必殺
ペンギン座,33,戸次 弘佑,ラフプレー
ペンギン座,34,相馬 善鬼,必殺
ペンギン座,35,池宮城 波留,キズナ
ペンギン座,36,八代 桃子,カウンター
ペンギン座,37,牛島 理恵,ラフプレー
ペンギン座,38,本間 美雨,必殺
ペンギン座,39,政池 祥多,キズナ
ペンギン座,40,岡室 明久,キズナ
ペンギン座,41,小山 千枝里,正義
ペンギン座,42,能島 政和,テンション
ペンギン座,43,小笠原 宏紀,カウンター
ペンギン座,44,馬見 おさむ,ラフプレー
ペンギン座,45,中原 寿司,必殺
ペンギン座,46,吉田 数人,ラフプレー
ペンギン座,47,斧山 峰生,テンション
ペンギン座,48,竹谷 八千穂,テンション
ペンギン座,49,倉島 麻緒,ラフプレー
ペンギン座,50,光木 淳志,キズナ
ペンギン座,51,虎西 白次,正義
ペンギン座,52,鹿内 英文,正義
ペンギン座,53,デモーニオ・ストラーダ,ラフプレー
ペンギン座,54,雀南 朱美,必殺
ペンギン座,55,不動 明王,ラフプレー
ペンギン座,56,ダニエル・バラック,カウンター
ペンギン座,57,押尾 栄吉,必殺
ペンギン座,58,笹山 寛生,ラフプレー
ペンギン座,59,武北 玄宗,カウンター
ペンギン座,60,河原 大二郎,正義
ペンギン座,61,ペドロ・モレノ,ラフプレー
ペンギン座,62,竜東 青士郎,必殺
ペンギン座,63,ヘゼキエル・デビリアズ,正義
ペンギン座,64,レジー・イネス,キズナ
ペンギン座,65,針根津 哲成,テンション
ペンギン座,66,有袋 千愛,正義
ペンギン座,67,鴨野 奏絵,必殺
ペンギン座,68,羊谷 倫義,必殺
ペンギン座,69,山羊村 相気,キズナ
ペンギン座,70,袋熊 輝幸,必殺
ペンギン座,71,獅子谷 音目矢,必殺
ペンギン座,72,多賀谷 鯰,必殺
ペンギン座,73,人狼 邦暁,テンション
ペンギン座,74,牛窓 壮太,ラフプレー
ペンギン座,75,佐太 豪之介,テンション
ペンギン座,76,利根川 智夏,キズナ
ペンギン座,77,小熊 坂洲,ラフプレー
ペンギン座,78,針山 マチヲ,キズナ
ペンギン座,79,蟹江 亜留太,必殺
ペンギン座,80,猪八 戒,キズナ
ペンギン座,81,孫 斗雲,正義
ペンギン座,82,羊家 ハマル,正義
ペンギン座,83,沙悟 浄,カウンター
ペンギン座,84,向坂 悟,テンション
ペンギン座,85,魚勝 紐夫,必殺
ペンギン座,86,洞沢 秀二,キズナ
ペンギン座,87,五木 勝正,正義
ペンギン座,88,飛鳥寺 朔也,カウンター
ペンギン座,89,大瀧 殿男,ラフプレー
ペンギン座,90,成田 賢也,正義
ペンギン座,91,サスケ,キズナ
ペンギン座,92,雅野 麗一,テンション
ペンギン座,93,蒲田 太留彦,テンション
ペンギン座,94,茂日 寛太,正義
ペンギン座,95,逸見 久仁彦,キズナ
ペンギン座,96,佐々鬼 厳,必殺
ペンギン座,97,増荒 門輝,キズナ
ペンギン座,98,御門 春馬,正義
ペンギン座,99,中邑 未散,テンション
ペンギン座,100,華村 薫,必殺
ペンギン座,101,霞野 迅太,テンション
ペンギン座,102,増長 朱南,キズナ
ペンギン座,103,持国 東青美,キズナ
ペンギン座,104,広目 西白子,カウンター
ペンギン座,105,郷戸 羊之介,キズナ
ペンギン座,106,安室 泰雅,必殺
ペンギン座,107,蜂花 蜜子,必殺
ペンギン座,108,鎌井川 桐也,必殺
ペンギン座,109,獅子原 哮,キズナ
ペンギン座,110,寺坂 トキオ,カウンター
ペンギン座,111,針鼠 児蓮,ラフプレー
ペンギン座,112,早矢馬 鏑郎,正義
ペンギン座,113,サスＫ,カウンター
ペンギン座,114,井野部 キーコ,正義
ペンギン座,115,鬼道 有人,必殺
ペンギン座,116,穂村 英輔,カウンター
ペンギン座,117,元屋敷 空輝,正義
ペンギン座,118,陣野 アシュレイ,正義
ペンギン座,119,安座 ナオイチ,ラフプレー
ペンギン座,120,殿崎 テオ,キズナ
ペンギン座,121,本能寺 音海,キズナ
ペンギン座,122,星見沢 キョウ,ラフプレー
ペンギン座,123,霊道 界也,テンション
ペンギン座,124,盟帝央 煌,ラフプレー
ペンギン座,125,夜桜 志々雄,必殺
ペンギン座,126,江流崎 英知,テンション
ペンギン座,127,鉄柱 道助,必殺
ペンギン座,128,堀内 保乃加,キズナ
ペンギン座,129,戦導 真凛,正義
ペンギン座,130,叶 射那,テンション
ペンギン座,131,二代目,正義
ペンギン座,132,宮園 雅子,キズナ
ホイッスル座,1,成神 健也,必殺
ホイッスル座,2,増谷 乃流,カウンター
ホイッスル座,3,マック・ロニージョ,カウンター
ホイッスル座,4,神童 拓人,正義
ホイッスル座,5,星野 隆平,必殺
ホイッスル座,6,日武 禄郎,正義
ホイッスル座,7,弁天 正市,ラフプレー
ホイッスル座,8,民 山 謡,カウンター
ホイッスル座,9,雉端 練人,テンション
ホイッスル座,10,田主丸 茂樹,正義
ホイッスル座,11,符呂暮 岩生,正義
ホイッスル座,12,魔界 崇雄,キズナ
ホイッスル座,13,少林寺 歩,キズナ
ホイッスル座,14,音尾 風雅,カウンター
ホイッスル座,15,僧野 景市,必殺
ホイッスル座,16,歌場 創人,キズナ
ホイッスル座,17,西嶋 路美,正義
ホイッスル座,18,天道 陽光,ラフプレー
ホイッスル座,19,符川 芳正,ラフプレー
ホイッスル座,20,児田 山彦,キズナ
ホイッスル座,21,鈴虫 月彦,正義
ホイッスル座,22,富良 民吾,ラフプレー
ホイッスル座,23,トン・ニーノ,テンション
ホイッスル座,24,風間 弦,必殺
ホイッスル座,25,保志野 光,キズナ
ホイッスル座,26,七色 声司,必殺
ホイッスル座,27,響 恭一,テンション
ホイッスル座,28,汐崎 怜央,正義
ホイッスル座,29,歌田 澄人,テンション
ホイッスル座,30,小関 塁,正義
ホイッスル座,31,舞谷 染五郎,カウンター
ホイッスル座,32,重田 光臣,ラフプレー
ホイッスル座,33,越間 巨樹,ラフプレー
ホイッスル座,34,山上 扶樹,キズナ
ホイッスル座,35,永井 照生,カウンター
ホイッスル座,36,五味 一樹,ラフプレー
ホイッスル座,37,謝花 サンゴ,テンション
ホイッスル座,38,玉田 康文,キズナ
ホイッスル座,39,赤嶺 宏昭,正義
ホイッスル座,40,音村 楽也,カウンター
ホイッスル座,41,八田 秀隆,ラフプレー
ホイッスル座,42,道端 詠,ラフプレー
ホイッスル座,43,録田 寛治,キズナ
ホイッスル座,44,盤屋 三郎,キズナ
ホイッスル座,45,万 博美,ラフプレー
ホイッスル座,46,針羅 憲史,必殺
ホイッスル座,47,髪丸 速人,正義
ホイッスル座,48,日方 紀緒,必殺
ホイッスル座,49,田尾 大二郎,カウンター
ホイッスル座,50,和久井 祐子,テンション
ホイッスル座,51,村部 貴弘,カウンター
ホイッスル座,52,我孫子 郁洋,ラフプレー
ホイッスル座,53,迫田 麻美,ラフプレー
ホイッスル座,54,土屋 恵斗,ラフプレー
ホイッスル座,55,細谷 悦司,キズナ
ホイッスル座,56,万司 拓光,キズナ
ホイッスル座,57,弓家 礼司,カウンター
ホイッスル座,58,平沢 雅也,テンション
ホイッスル座,59,藤本 久雄,正義
ホイッスル座,60,猪俣 晃次,必殺
ホイッスル座,61,高崎 雅彦,必殺
ホイッスル座,62,手島 新子,キズナ
ホイッスル座,63,千曲 由美,テンション
ホイッスル座,64,羽柴 佳夏,必殺
ホイッスル座,65,千鳥 八重奈,正義
ホイッスル座,66,村越 紀洋,ラフプレー
ホイッスル座,67,牧口 匠,ラフプレー
ホイッスル座,68,本条 宝冠,必殺
ホイッスル座,69,宮院 満理子,テンション
ホイッスル座,70,聖山 七夕,テンション
ホイッスル座,71,鳥原 剛基,テンション
ホイッスル座,72,安次嶺 ティナ,テンション
ホイッスル座,73,新宅 妃早子,ラフプレー
ホイッスル座,74,淡口 真亜奈,キズナ
ホイッスル座,75,部島 亨,ラフプレー
ホイッスル座,76,後関 尚生,カウンター
ホイッスル座,77,久仁 統,カウンター
ホイッスル座,78,長谷川 美杏,必殺
ホイッスル座,79,エリック・パープルトン,カウンター
ホイッスル座,80,ポール・アップルトン,テンション
ホイッスル座,81,ガト,必殺
ホイッスル座,82,ステファン・エノ,キズナ
ホイッスル座,83,メイガー・ネイサン,カウンター
ホイッスル座,84,美良野 管津夫,カウンター
ホイッスル座,85,イェンス・ホフマン,テンション
ホイッスル座,86,煌多 滋亜,テンション
ホイッスル座,87,善峯 育次郎,ラフプレー
ホイッスル座,88,津軽 鏡子,ラフプレー
ホイッスル座,89,安仁 里杏,テンション
ホイッスル座,90,肝付 貴美,正義
ホイッスル座,91,琴弾 富士子,ラフプレー
ホイッスル座,92,赤頭 巾,カウンター
ホイッスル座,93,中目 栞,ラフプレー
ホイッスル座,94,闇音 香恵羅,キズナ
ホイッスル座,95,油谷 パーム,必殺
ホイッスル座,96,往馬 弥糸,カウンター
ホイッスル座,97,丹羽 麻浅,カウンター
ホイッスル座,98,真柄 若佐,正義
ホイッスル座,99,桃染 月羽,必殺
ホイッスル座,100,傘手 降,必殺
ホイッスル座,101,天秤 明日人,キズナ
ホイッスル座,102,二面 双子,必殺
ホイッスル座,103,陽神 ラー,テンション
ホイッスル座,104,射手 飼洲,正義
ホイッスル座,105,世良田 美愛,カウンター
ホイッスル座,106,衣主 多亜子,キズナ
ホイッスル座,107,巻尺 李凡,テンション
ホイッスル座,108,杭全 親助,ラフプレー
ホイッスル座,109,清水 柳人,ラフプレー
ホイッスル座,110,裁 切子,正義
ホイッスル座,111,宗像 小助,キズナ
ホイッスル座,112,風 秋 ヨネ,正義
ホイッスル座,113,梅宮 チャコ,必殺
ホイッスル座,114,森元 海斗,テンション
ホイッスル座,115,羽夜姫 盛子,テンション
ホイッスル座,116,珠田 院,キズナ
ホイッスル座,117,片無 月人,カウンター
ホイッスル座,118,赤戸 知里,正義
ホイッスル座,119,櫛名田 土岐,キズナ
ホイッスル座,120,祝部 兵狼,必殺
ホイッスル座,121,入道 一目,必殺
ホイッスル座,122,根井路 琴美,ラフプレー
ホイッスル座,123,挟山 則生,必殺
ホイッスル座,124,嘉永 留吉,正義
ホイッスル座,125,山田 太一,キズナ
ホイッスル座,126,耳野 輪子,ラフプレー
ホイッスル座,127,雁谷咲 美寿,必殺
ホイッスル座,128,蔵魔 宇山,キズナ
ホイッスル座,129,狐火 祭,カウンター
ホイッスル座,130,五水 露吏,ラフプレー
ホイッスル座,131,石寺 操士郎,正義
ホイッスル座,132,狐火 叫,カウンター
ホイッスル座,133,古俵 木ノ実,カウンター
ホイッスル座,134,棄武 驚多,正義
ホイッスル座,135,二本 育麻,正義
ホイッスル座,136,トン・ニーノ,テンション
ホイッスル座,137,咲良 桃香,テンション
ホイッスル座,138,天塚 テクノ,ラフプレー
ホイッスル座,139,世都内 家永,正義
ホイッスル座,140,硬杉 強次郎,正義
ホイッスル座,141,利入 符令守,必殺
ホイッスル座,142,桃山 ミコ,キズナ
ホイッスル座,143,途坊 クレ,テンション
ホイッスル座,144,笹呉 華芽,キズナ
ホイッスル座,145,ジョン・ビート,カウンター
ホイッスル座,146,音出 哮人,テンション
ホイッスル座,147,軌寺 電悟,キズナ
ホイッスル座,148,口柱 健介,テンション
ホイッスル座,149,四つ角 敬里,キズナ
ホイッスル座,150,波形 量正,正義
ホイッスル座,151,式地 円蔵,テンション
マジン・座,1,猪狩 強利貴,キズナ
マジン・座,2,紀伊渡 茂数,キズナ
マジン・座,3,ザノウ,キズナ
マジン・座,4,シュテン,必殺
マジン・座,5,井出 乗数,カウンター
マジン・座,6,龍崎 皇児,ラフプレー
マジン・座,7,篠山 ミツル,必殺
マジン・座,8,光良 夜桜,ラフプレー
マジン・座,9,隼総 英聖,カウンター
マジン・座,10,西園 信助,テンション
マジン・座,11,稲葉 夏樹,カウンター
マジン・座,12,歩星 呑一,必殺
マジン・座,13,浪川 蓮助,キズナ
マジン・座,14,湾田 七雄人,キズナ
マジン・座,15,兵頭 司,テンション
マジン・座,16,真狩 銀次郎,正義
マジン・座,17,一文字 斬斗,正義
マジン・座,18,雪村 豹牙,テンション
マジン・座,19,根淵 海友,テンション
マジン・座,20,硬山 強,カウンター
マジン・座,21,雨宮 太陽,キズナ
マジン・座,22,佐田 土佐丸,カウンター
マジン・座,23,不知火 幻一,必殺
マジン・座,24,不知火 影二,テンション
マジン・座,25,真帆路 正,正義
マジン・座,26,貴志部 大河,正義
マジン・座,27,箱野 随一,必殺
マジン・座,28,天瀬 玲亜,必殺
マジン・座,29,日向 理恩,正義
マジン・座,30,護巻 徹郎,必殺
マジン・座,31,黒裂 真命,テンション
マジン・座,32,郷石 閃真,カウンター
マジン・座,33,神山 豪之伸,テンション
マジン・座,34,五味 清栄,テンション
マジン・座,35,星井 剛志,正義
マジン・座,36,聖城 将護,正義
マジン・座,37,牛頭真 武之,テンション
マジン・座,38,御殿場 享,キズナ
マジン・座,39,江崎 映,テンション
マジン・座,40,後藤 結界,ラフプレー
マジン・座,41,合川 賢,ラフプレー
マジン・座,42,伍代 慎吾,テンション
マジン・座,43,御戸 翔,正義
マジン・座,44,青銅 弾,正義
マジン・座,45,鬼塚 平太,カウンター
マジン・座,46,悠木 譲,テンション
マジン・座,47,林音 真琴,テンション
マジン・座,48,カイ,正義
マジン・座,49,白鷺 央,必殺
マジン・座,50,海月 水姫,キズナ
マジン・座,51,白夜 僧輔,正義
マジン・座,52,黒沢 騎平,テンション
マジン・座,53,黒王 媛子,必殺
マジン・座,54,黒王 主,正義
マジン・座,55,黒沢 僧吉,テンション
マジン・座,56,白木 プンタ,カウンター
マジン・座,57,白夜 短句朗,必殺
マジン・座,58,白鷺 弓音,ラフプレー
マジン・座,59,黒石 プースケ,正義
マジン・座,60,白夜 那緋人,ラフプレー
マジン・座,61,舞嶺 武六,キズナ
マジン・座,62,恐山 頑太,必殺
マジン・座,63,地獄沼 髑髏江,正義
マジン・座,64,神崎 紫乃,キズナ
マジン・座,65,白木 ポンタ,キズナ
マジン・座,66,黒石 ポンスケ,必殺
マジン・座,67,ケイ・ロウ,カウンター
マジン・座,68,フェイ・ルーン,必殺
マジン・座,69,ファ・ニール,カウンター
マジン・座,70,ラセツ,カウンター
マジン・座,71,エミ・ウル,ラフプレー
マジン・座,72,俄然 則丸,ラフプレー
マジン・座,73,シュラ,テンション
マジン・座,74,クオース,カウンター
マジン・座,75,ルジク,カウンター
マジン・座,76,ファダム,カウンター
マジン・座,77,ダイ・ロード,カウンター
マジン・座,78,ガロ,テンション
マジン・座,79,ロデオ,正義
マジン・座,80,ゼイク,テンション
マジン・座,81,ブーフウ,キズナ
マジン・座,82,ヨッカ,テンション
マジン・座,83,チェット,キズナ
マジン・座,84,円堂 大介,正義
マジン・座,85,枯薄 月丸,必殺
マジン・座,86,如月 まこ,テンション
マジン・座,87,兵馬俑ノ壱,カウンター
マジン・座,88,メカ円堂,必殺
マジン・座,89,ホス,必殺
マジン・座,90,ニケ,カウンター
マジン・座,91,柴田 勝時,ラフプレー
マジン・座,92,滝 総介,必殺
ミサンガ座,1,吉備津 頼児,テンション
ミサンガ座,2,支倉 美月,正義
ミサンガ座,3,乙女乃 スピカ,テンション
ミサンガ座,4,凄井 アタリ,正義
ミサンガ座,5,喜峰 岬,テンション
ミサンガ座,6,秋山 海里,ラフプレー
ミサンガ座,7,愛須 英流沙,正義
ミサンガ座,8,五十部 絵里花,カウンター
ミサンガ座,9,御堂 玲華,必殺
ミサンガ座,10,館野 舞,カウンター
ミサンガ座,11,梅田 陽海,カウンター
ミサンガ座,12,田辺 さやか,正義
ミサンガ座,13,白菊 悠人,正義
ミサンガ座,14,沢田 千早花,必殺
ミサンガ座,15,見野 百合香,ラフプレー
ミサンガ座,16,孝橋 来夏,正義
ミサンガ座,17,古都 紬,ラフプレー
ミサンガ座,18,ジャッロ・トパーツィオ,キズナ
ミサンガ座,19,堂垣 時沙,ラフプレー
ミサンガ座,20,ジャン・ギュタン,ラフプレー
ミサンガ座,21,ジュリアン・ルソー,ラフプレー
ミサンガ座,22,魚吹 華,キズナ
ミサンガ座,23,朝長 郁海,正義
ミサンガ座,24,舞姫 華夜,キズナ
ミサンガ座,25,鵜坂 有加里,キズナ
ミサンガ座,26,小流古 リオ,テンション
ミサンガ座,27,連環 貂子,カウンター
ミサンガ座,28,石手 実奈美,必殺
ミサンガ座,29,白鷺 朱純,テンション
ミサンガ座,30,ギュエール,カウンター
ミサンガ座,31,垣添 涼奈,正義
ミサンガ座,32,革包 ビアンカ,必殺
ミサンガ座,33,籾井 智朝,テンション
ミサンガ座,34,佐曽利 アン,必殺
ミサンガ座,35,戸津府 超子,カウンター
ミサンガ座,36,尾辺良 歌子,キズナ
ミサンガ座,37,隠辺 秋芭,ラフプレー
ミサンガ座,38,触多 ポルテ,テンション
ミサンガ座,39,東海林 タケル,キズナ
ミサンガ座,40,林野 不二子,ラフプレー
ミサンガ座,41,風間 麗美,必殺
ミサンガ座,42,星降 香宮夜,キズナ
ミサンガ座,43,雛乃 金輔,カウンター
ミサンガ座,44,大徳 チュール,キズナ
ミサンガ座,45,着矢琉 可愛,ラフプレー
ミサンガ座,46,犬飼 咆子,キズナ
ミサンガ座,47,露海 琉美,必殺
ミサンガ座,48,大社 蛇巳,ラフプレー
ミサンガ座,49,讃瞳 律世,カウンター
ミサンガ座,50,椎名 沙亜耶,テンション
ミサンガ座,51,白雪 姫子,キズナ
ミサンガ座,52,色槻 加羅,ラフプレー
ミサンガ座,53,長田 銀杏,正義
ミサンガ座,54,三都美 美花,必殺
ミサンガ座,55,五水 有栖,キズナ
ミサンガ座,56,笛水 忍,カウンター
ミサンガ座,57,門脇 瑞菜,キズナ
ミサンガ座,58,奈諏 ころん,正義
ミサンガ座,59,宇佐 美 ツ み,テンション
ミサンガ座,60,麩羽 りぼん,必殺
ミサンガ座,61,物部 黒 胡,ラフプレー
ミサンガ座,62,藻雲 もこ,キズナ
ミサンガ座,63,弓兎 ナコ,カウンター
ミサンガ座,64,霜桐 おこじょ,キズナ
ミサンガ座,65,歩須 風澄,キズナ
ミサンガ座,66,原野 愛,カウンター
ミサンガ座,67,霜桐 みとん,テンション
ミサンガ座,68,ベータ,テンション
ミサンガ座,69,虹橋 レイン,ラフプレー
ミサンガ座,70,豪炎寺 夕香,必殺
ミサンガ座,71,シパ・ヌイイ,キズナ
ミサンガ座,72,香坂 幸恵,カウンター
ミサンガ座,73,マイ,テンション
ミサンガ座,74,チェル,必殺
ミサンガ座,75,ローコ,必殺
ミサンガ座,76,夜須 天慧,テンション
ミサンガ座,77,モリー,必殺
ミサンガ座,78,仏野 粉乃,正義
ミサンガ座,79,仲見世 茶代,ラフプレー
ミサンガ座,80,丹勢谷 宗次,キズナ
ミサンガ座,81,セルジュ・ノワール,キズナ
ミサンガ座,82,雨道 未理科,正義
ミサンガ座,83,多聞 花蓮,キズナ
ミサンガ座,84,梅雨咲 多恵,テンション
ミサンガ座,85,井馬里 陽愛,テンション
ミサンガ座,86,銀鐘 綺冷,カウンター
ミサンガ座,87,御香美 瀬恋,テンション
ミサンガ座,88,妃睡 深夜奈,キズナ
ミサンガ座,89,姉ヶ崎 聖子,ラフプレー
ミサンガ座,90,清見津 千鶴,カウンター
ミサンガ座,91,天条 天未,テンション
ミサンガ座,92,紫乃宮 笠音,カウンター
ミサンガ座,93,雅名 麗華,カウンター
ミサンガ座,94,文芸 葉月,ラフプレー
