星座,No,類似の名前,メインビルドタイプ
spike_shoes,103,飛居田伴則,counter
spike_shoes,104,法外逢徒,special
spike_shoes,105,鬼村多賀女,special
spike_shoes,106,割鞘睦雄,tension
spike_shoes,107,後向田蔵唯,tension
spike_shoes,108,富福涼,rough
spike_shoes,109,臼場影郎,bond
spike_shoes,110,清蓮泪,counter
spike_shoes,111,羅生門幽鬼,tension
spike_shoes,112,黒須十字,special
spike_shoes,113,小谷みお,special
spike_shoes,114,剛建実直,rough
spike_shoes,115,菊池久美,tension
spike_shoes,116,臼井淡人,special
spike_shoes,117,臼井淡人,special
spike_shoes,118,浅間伝兵衛,rough
spike_shoes,119,キモロ,tension
spike_shoes,120,メイズ,tension
spike_shoes,121,涼風日景,tension
spike_shoes,122,氷峰裏凍,counter
spike_shoes,123,居富江輔,rough
spike_shoes,124,小酒井似弥,counter
spike_shoes,125,キュー,special
spike_shoes,126,蝶野魅知,special
spike_shoes,127,トーム,rough
spike_shoes,128,メイズ,tension
spike_shoes,129,宇都宮虎丸,counter
spike_shoes,130,ビッグ,tension
spike_shoes,131,六道衣紋丞,rough
spike_shoes,132,川満乗児,rough
spike_shoes,133,マリベル・フランミール,special
spike_shoes,134,弾目閃九郎,counter
spike_shoes,135,新狩瑛斗,justice
spike_shoes,136,弥叉光利,special
spike_shoes,137,サカマキ・トグロウ,rough
spike_shoes,138,頂挑夢,tension
spike_shoes,139,板屋江戸丸,special
spike_shoes,140,スティン・シーアン,special
spike_shoes,141,ニール・カナイ,counter
spike_shoes,142,倉敷灯里,counter
spike_shoes,143,伝統田土岐ノ助,special
spike_shoes,144,倉敷灯里,counter
spike_shoes,145,加蘇村良人,bond
spike_shoes,146,木庭エミコ,special
spike_shoes,147,冥道知臣,special
spike_shoes,148,冥道知臣,special
spike_shoes,149,掟原斬,special
spike_shoes,150,間瀬理仁,special
spike_shoes,151,比口竹葉,bond
spike_shoes,152,二ツ宮金次郎,tension
spike_shoes,153,多治順風,tension
spike_shoes,154,式野紫,bond
spike_shoes,155,要野樹里亜,rough
spike_shoes,156,阿里恵多,special
spike_shoes,157,村住薄荷,rough
spike_shoes,158,紫芝悠李,counter
spike_shoes,159,氷英坂岩人,bond
spike_shoes,160,ミスターＫ,justice
spike_shoes,161,ミスターＫ,justice
steel_frame,1,辺見渡,rough
steel_frame,2,シンティ・ハンパ,rough
steel_frame,3,ネタン,rough
steel_frame,4,五郎太,bond
steel_frame,5,ゼンキ,bond
steel_frame,6,石倉輝信,counter
steel_frame,7,信濃望,rough
steel_frame,8,蜂須賀シン,counter
steel_frame,9,経目須商,rough
steel_frame,10,出右手豊,tension
steel_frame,11,無敵英雄,counter
steel_frame,12,咲山修二,tension
steel_frame,13,守野優一,counter
steel_frame,14,笠原竜也,counter
steel_frame,15,隼駿介,counter
steel_frame,16,大丸遠,rough
steel_frame,17,花庭蒔志,rough
steel_frame,18,山椒宇城人,rough
steel_frame,19,赤江王星,counter
steel_frame,20,目黒和久,rough
steel_frame,21,近井未来,counter
steel_frame,22,派田裕司,rough
steel_frame,23,椋尾亮介,rough
steel_frame,24,瓜生飾,counter
steel_frame,25,松原浩介,counter
steel_frame,26,田中太郎,counter
steel_frame,27,時枝哲矢,counter
steel_frame,28,蕪木金光,counter
steel_frame,29,海老名安弘,rough
steel_frame,30,寺井入道,counter
steel_frame,31,秋田尚也,rough
steel_frame,32,岡田孝太郎,rough
steel_frame,33,天井遥,rough
steel_frame,34,高沢一樹,counter
steel_frame,35,青出伸吾,counter
steel_frame,36,真野有起哉,counter
steel_frame,37,兵庫陽明,rough
steel_frame,38,極路大作,counter
steel_frame,39,伊東真一,counter
steel_frame,40,河田健,counter
steel_frame,41,松下祐基,counter
steel_frame,42,小西努,rough
steel_frame,43,三村貴嶺,rough
steel_frame,44,計良電,rough
steel_frame,45,門上捻治,rough
steel_frame,46,大道聡一,rough
steel_frame,47,宇賀士郎,counter
steel_frame,48,西原裕次郎,counter
steel_frame,49,髪村切斗,rough
steel_frame,50,分校進,rough
steel_frame,51,源田幸次郎,special
steel_frame,52,居屋真降,rough
steel_frame,53,新井田文和,counter
steel_frame,54,花形栄治,rough
steel_frame,55,池田秀章,rough
steel_frame,56,石橋真也,rough
steel_frame,57,蛸田轟大,rough
steel_frame,58,路母東二八,counter
steel_frame,59,河口丈裕,counter
steel_frame,60,須加守,counter
steel_frame,61,縁川将大,rough
steel_frame,62,浜田一二夫,rough
steel_frame,63,中島史寿,counter
steel_frame,64,升山童子,rough
steel_frame,65,牧有以子,counter
steel_frame,66,伊奈合歓子,counter
steel_frame,67,志田英佳,rough
steel_frame,68,武上勇吉,counter
steel_frame,69,南部比呂文,rough
steel_frame,70,キム・ウンヨン,rough
steel_frame,71,伊豆寺四葉,rough
steel_frame,72,ザック・アブドゥラ,counter
steel_frame,73,種田望都,counter
steel_frame,74,川成富生,counter
steel_frame,75,松谷和穂,counter
steel_frame,76,平本盛道,rough
steel_frame,77,青海幸正,rough
steel_frame,78,パルド・ベリッロ,rough
steel_frame,79,インディゴ・ラズリ,counter
steel_frame,80,スティーブ・ウッドマック,rough
steel_frame,81,エステバン・カルロス,counter
steel_frame,82,ジョルジョ・ジャンニーニ,counter
steel_frame,83,マンティス,counter
steel_frame,84,ケビン・ピノ,rough
steel_frame,85,エンリコ・オリビエ,counter
steel_frame,86,角頭浩馬,rough
steel_frame,87,孫家仲謀,counter
steel_frame,88,有馬詩歩,counter
steel_frame,89,エカデル,counter
steel_frame,90,メフィスト,counter
steel_frame,91,テオドール・ウルリッヒ,counter
steel_frame,92,捨札終,rough
steel_frame,93,ピエール・ゴダン,rough
steel_frame,94,丹屋使枝,counter
steel_frame,95,田版啓右,counter
steel_frame,96,林藤親貞,rough
steel_frame,97,魔法陣,rough
steel_frame,98,自由主義,counter
steel_frame,99,黄整凪仁,rough
steel_frame,100,十河法一郎,rough
steel_frame,101,越賀鉄昂,counter
steel_frame,102,船旗勇斗,rough
steel_frame,103,漁火平丸,counter
steel_frame,104,深淵断道,rough
steel_frame,105,阿久田川房之佑,rough
steel_frame,106,永久童子,counter
steel_frame,107,影山輝,bond
steel_frame,108,奥佐野舞哉,counter
steel_frame,109,正宗五朗,rough
steel_frame,110,椎府盗人,rough
steel_frame,111,留萌頃彦,rough
steel_frame,112,暮内逢馬,counter
steel_frame,113,北厳猛雪,counter
steel_frame,114,征木帝矢,rough
steel_frame,115,新木朗,rough
steel_frame,116,村崎喜彦,counter
steel_frame,117,辺九津渋柿,rough
steel_frame,118,高田阿玖介,rough
steel_frame,119,中岡修清,rough
steel_frame,120,針立棘,counter
steel_frame,121,上霧夢代,rough
steel_frame,122,細目由紀子,counter
steel_frame,123,夕宮咲子,counter
steel_frame,124,細目由紀子,counter
steel_frame,125,巣賀舛緒,rough
steel_frame,126,牙山道三,tension
steel_frame,127,港浦堅次,rough
steel_frame,128,四分一鯖人,rough
steel_frame,129,須久江資角,rough
steel_frame,130,露布伊夜,rough
steel_frame,131,法家顔造,rough
steel_frame,132,椎発田利久,rough
steel_frame,133,花月塁,counter
steel_frame,134,影紅忍,rough
steel_frame,135,七地根留,rough
steel_frame,136,斯波維介,rough
steel_frame,137,揺蕩しらべ,counter
steel_frame,138,雷轟ラフラ,counter
steel_frame,139,井手原弥咲,rough
steel_frame,140,日鳥警吾,counter
steel_frame,141,丸出剛里駄,rough
steel_frame,142,火々野爆炎,rough
steel_frame,143,範場光蔵,rough
steel_frame,144,キューティマスク,counter
steel_frame,145,鷹剣揚一,rough
steel_frame,146,朱瑠璃盾臣,counter
steel_frame,147,黄昏修字,rough
steel_frame,148,下波全都,counter
steel_frame,149,下波全都,counter
steel_frame,150,北上総吉,rough
steel_frame,151,北上総吉,rough
steel_frame,152,荒々木豪,rough
steel_frame,153,フィニク,counter
steel_frame,154,百瀬桃吉,rough
steel_frame,155,百瀬桃吉,rough
steel_frame,156,荒々木豪,rough
steel_frame,157,リン・クール,counter
steel_frame,158,リン・クール,counter
steel_frame,159,デオス,bond
steel_frame,160,デオス,bond
steel_frame,161,ザット,counter
steel_frame,162,ザット,counter
steel_frame,163,ユウチ,counter
steel_frame,164,ユウチ,counter
steel_frame,165,勒印迷児,rough
steel_frame,166,勒印迷児,rough
steel_frame,167,レイチェル・ピックルズ,rough
steel_frame,168,ハンス・マーマレード,rough
steel_frame,169,レイチェル・ピックルズ,rough
steel_frame,170,遼張遠,counter
steel_frame,171,桂木小十郎,rough
steel_frame,172,半田真一,counter
steel_frame,173,根深韮実,rough
steel_frame,174,ガルシルド・ベイハン,special
steel_frame,175,千宮路大悟,counter
steel_frame,176,ガルシルド・ベイハン,special
steel_tower,1,東京,counter
steel_tower,2,日影リンダ,counter
steel_tower,3,天久和志朗,counter
steel_tower,4,エミール・ラザノ,counter
steel_tower,5,ゼル,rough
steel_tower,6,中井陽介,bond
steel_tower,7,荒須乱,bond
steel_tower,8,黒部立樹,justice
steel_tower,9,芸夢好武,tension
steel_tower,10,柳生十郎,special
steel_tower,11,山郷暴,bond
steel_tower,12,御良一輝,justice
steel_tower,13,平良貞,bond
steel_tower,14,小荒登,justice
steel_tower,15,浮島一人,justice
steel_tower,16,店街隠典,special
steel_tower,17,波田野漣,bond
steel_tower,18,阿修羅三夫,counter
steel_tower,19,金井満,tension
steel_tower,20,徳井種延,rough
steel_tower,21,福士宏行,rough
steel_tower,22,伊波登,counter
steel_tower,23,伊勢隼人,tension
steel_tower,24,長刀睦人,tension
steel_tower,25,井頭針次,rough
steel_tower,26,開川路也,bond
steel_tower,27,開川路也,bond
steel_tower,28,倉橋大,special
steel_tower,29,山梨不二夫,bond
steel_tower,30,皿山秀貴,rough
steel_tower,31,中村夢千代,bond
steel_tower,32,竹田合馬,bond
steel_tower,33,鳥取雄吾,bond
steel_tower,34,鳥取雄吾,bond
steel_tower,35,西月彦,justice
steel_tower,36,白石輝,justice
steel_tower,37,梅崎健大,special
steel_tower,38,日隠影樹,bond
steel_tower,39,流周一,counter
steel_tower,40,流周一,counter
steel_tower,41,壬生大将,rough
steel_tower,42,姿田刻,counter
steel_tower,43,日色慎之介,tension
steel_tower,44,栗林明,bond
steel_tower,45,加部蒼甫,special
steel_tower,46,永田修,bond
steel_tower,47,安斎友也,bond
steel_tower,48,柱谷守,tension
steel_tower,49,長山赤彦,special
steel_tower,50,角巣英二,tension
steel_tower,51,角巣英二,tension
steel_tower,52,市川太衛門,special
steel_tower,53,極火務,bond
steel_tower,54,束田羽衣音,bond
steel_tower,55,仲辻紀元,bond
steel_tower,56,主野崇,special
steel_tower,57,佐保吾一,bond
steel_tower,58,鹿角結衣,rough
steel_tower,59,常谷直之,bond
steel_tower,60,黒田槍道,tension
steel_tower,61,大門満,counter
steel_tower,62,庭山重雄,rough
steel_tower,63,奥宮宣士,bond
steel_tower,64,ニース・ドルフィン,rough
steel_tower,65,リーフ・ハミルトン,justice
steel_tower,66,ブルース・マーリン,bond
steel_tower,67,ホ・チナン,counter
steel_tower,68,ホ・チナン,counter
steel_tower,69,ホ・チナン,counter
steel_tower,70,アレクサンダー・ハウゼン,counter
steel_tower,71,フェデリコ・ルビエラ,counter
steel_tower,72,レオナルド・アルメイダ,tension
steel_tower,73,マルコ・マセラッティ,counter
steel_tower,74,エディ・ハワード,justice
steel_tower,75,エディ・ハワード,justice
steel_tower,76,フィリップ・オーウェン,bond
steel_tower,77,エドガー・バルチナス,tension
steel_tower,78,エドガー・バルチナス,tension
steel_tower,79,バダップ・スリード,rough
steel_tower,80,ウイネル,justice
steel_tower,81,ウイネル,justice
steel_tower,82,ベルゼブ,justice
steel_tower,83,最上翔太郎,counter
steel_tower,84,石床広流,rough
steel_tower,85,飛江田範,bond
steel_tower,86,荒垣裂空,special
steel_tower,87,伊香具是,counter
steel_tower,88,由良風護,bond
steel_tower,89,風祭颯,special
steel_tower,90,由良風護,bond
steel_tower,91,風祭颯,special
steel_tower,92,阿志都大斗,tension
steel_tower,93,寒川申,rough
steel_tower,94,月野楽太,tension
steel_tower,95,油田削,bond
steel_tower,96,紫頭隼太,bond
steel_tower,97,海神永基,special
steel_tower,98,志和信沖,counter
steel_tower,99,志和信沖,counter
steel_tower,100,久能山茂貞,rough
steel_tower,101,剣持勇,bond
steel_tower,102,冷泉力人,rough
steel_tower,103,香宮邦貴,bond
steel_tower,104,現井俊一,rough
steel_tower,105,青梅健一郎,counter
steel_tower,106,木庭利徳,justice
steel_tower,107,月見秀穂,tension
steel_tower,108,白咲克也,tension
steel_tower,109,武水住太郎,rough
steel_tower,110,竹陸章輔,bond
steel_tower,111,降川来多留,justice
steel_tower,112,茶羅オサム,bond
steel_tower,113,白樺弓,special
steel_tower,114,半戸海瑠,counter
steel_tower,115,津久葉天太,tension
steel_tower,116,津久葉天太,tension
steel_tower,117,石田歳仁,special
steel_tower,118,丹羽長秀,tension
steel_tower,119,アスレイ・ルーン,special
steel_tower,120,ギムス,bond
steel_tower,121,レイ・ルク,special
steel_tower,122,ラ・イール,special
steel_tower,123,無敵護人,counter
steel_tower,124,無敵護人,counter
steel_tower,125,楽進謙,rough
steel_tower,126,趙龍雲,tension
steel_tower,127,エディ・バーランド,justice
steel_tower,128,マルティノ・レオーネ,counter
steel_tower,129,冠城エリザ,special
steel_tower,130,朝靄清,tension
steel_tower,131,朝靄清,tension
steel_tower,132,巣ノ守蜜,bond
steel_tower,133,カイ,counter
steel_tower,134,梵そよぎ,counter
steel_tower,135,稲積石楼,justice
steel_tower,136,睦井辰ノ介,bond
steel_tower,137,キム・チフン,bond
support,1,冷泉錐,justice
support,2,木野秋,tension
support,3,一乃七助,tension
support,4,サンダユウ・ミシマ,special
support,5,勝,justice
support,6,大久保俊生,rough
support,7,如月沙理奈,bond
support,8,場寅仕,justice
support,9,生垣冗,bond
support,10,茂木沙樹都,special
support,11,武方友,rough
support,12,栗松鉄平,counter
support,13,初鳥伴三,bond
support,14,向日葵まこと,justice
support,15,仲間田太助,justice
support,16,大矢慢太郎,justice
support,17,熱井羽之,justice
support,18,平和人,counter
support,19,真田幸夫,justice
support,20,劉備玄,counter
support,21,伝法平介,rough
support,22,仲義人,counter
support,23,太鼓田保,bond
support,24,恵比寿原始,counter
support,25,大黒弘樹,tension
support,26,陸奥大吾,special
support,27,登川光,special
support,28,永長千里,tension
support,29,博多商次,rough
support,30,栃木光,special
support,31,薬原椋人,counter
support,32,愛甲大介,counter
support,33,扇谷享,special
support,34,大福笑介,rough
support,35,手崎清矢,tension
support,36,湯浅洸,tension
support,37,奈良清吾,tension
support,38,花村広之,tension
support,39,高原竜也,tension
support,40,王円弾,rough
support,41,柘植成樹,justice
support,42,緑川定,special
support,43,赤城一斗,tension
support,44,海崎清美,counter
support,45,浦片佳彦,counter
support,46,鹿島精児,bond
support,47,岡野一輝,tension
support,48,海堂脩平,rough
support,49,細田啓介,rough
support,50,高岡憲史,special
support,51,正目光一,counter
support,52,古賀獅童,bond
support,53,警固鉄洋,tension
support,54,角馬歩,special
support,55,五洋武,tension
support,56,藤崎三省,justice
support,57,大林たかお,counter
support,58,車谷曲男,counter
support,59,吉野大,counter
support,60,請川渡志,bond
support,61,大阪奈央彦,counter
support,62,円堂カノン,special
support,63,少弐暁,counter
support,64,平松銀次,counter
support,65,藤内真弓,justice
support,66,鉄北園子,justice
support,67,千原桂花,justice
support,68,ランス・ロットン,rough
support,69,戸羽要,counter
support,70,札野霧正,rough
support,71,真田六郎,bond
support,72,蜂須賀忠虎,bond
support,73,霧野蘭丸,bond
support,74,久遠道也,justice
support,75,僧侶安心,tension
support,76,銘慈魔子,rough
support,77,銘慈魔子,rough
support,78,我如古柘榴,rough
support,79,雷轟レツヤ,special
support,80,市正,justice
support,81,仁悟,special
support,82,ジャンヌ・ダルク,justice
support,83,関羽,counter
support,84,ミーア・キャット,rough
support,85,糸居幸,tension
support,86,灘勝徳,special
support,87,浦池密,rough
support,88,三本矢元就,counter
support,89,有海崎玲亜,counter
support,90,安福みちや,tension
support,91,野神有,justice
support,92,アーネスト・チェリーパイ,bond
support,93,家々阿比留,justice
support,94,家々阿比留,justice
support,95,島田舞茄,justice
support,96,椛本靖喜,tension
support,97,生花七菜,bond
support,98,華盛笑実里,rough
support,99,雛石のえる,bond
support,100,伊座那光次,justice
support,101,マック・スクライド,bond
support,102,富良民子,justice
test,1,宝来凪人,counter
test,2,岩沢碧海,counter
the_top,1,肘井靖洋,bond
the_top,2,忍田歳三,counter
the_top,3,三三十一六三,justice
the_top,4,砂場木一刀,tension
the_top,5,風烈隼光,bond
the_top,6,十字導昭,bond
the_top,7,器島改太,tension
the_top,8,淡島空,counter
the_top,9,伏木動矢,justice
the_top,10,大文字文人,counter
the_top,11,風向拓斗,special
the_top,12,卯月一,justice
the_top,13,竜巻渡,bond
the_top,14,調半次,counter
the_top,15,遊佐紺平,counter
the_top,16,木内努,bond
the_top,17,幹田重人,rough
the_top,18,貨平健,special
the_top,19,陸山望晴,special
the_top,20,村木拓馬,rough
the_top,21,英嶋新士,rough
the_top,22,投輪絡,justice
the_top,23,仁村和史,counter
the_top,24,駒形要志,tension
the_top,25,浜田二三男,rough
the_top,26,執行美紀,rough
the_top,27,西脇星来,special
the_top,28,斉田将光,justice
the_top,29,靴作小仁,rough
the_top,30,土井純香,justice
the_top,31,伊木永太,bond
the_top,32,衣羽亜恵花,tension
the_top,33,富貴礼一郎,tension
the_top,34,小航噴流,special
the_top,35,四気筒,special
the_top,36,川勾才斗,rough
the_top,37,タラモ・タラワ,tension
the_top,38,夏鳴耳雄,rough
the_top,39,張馬浮起,counter
the_top,40,石黄英世,counter
the_top,41,緑翠玉,rough
the_top,42,常磐壱時,tension
the_top,43,瀬尾川八,tension
the_top,44,出高団平,bond
the_top,45,辺都度阪堂,counter
tire,1,難波花枝,tension
tire,2,ゲネル,justice
tire,3,ボブ・ボビンス,counter
tire,4,棍田重次,tension
tire,5,天城大地,tension
tire,6,石川五衛太,tension
tire,7,草生久志,special
tire,8,仮沢装,rough
tire,9,五利真吾,bond
tire,10,野部流来人,justice
tire,11,屍藤美,rough
tire,12,鶏井亮太,rough
tire,13,壁山塀吾郎,justice
tire,14,友岡愛斗,rough
tire,15,軟山弱,counter
tire,16,八百野スミ子,bond
tire,17,丸出為夫,counter
tire,18,賭山流,rough
tire,19,骨盤整,tension
tire,20,亀田ぽん太,counter
tire,21,彩雲強,rough
tire,22,氷室剛勇,tension
tire,23,須根理世,rough
tire,24,坂山金太郎,special
tire,25,天正叡一,rough
tire,26,布袋一人,justice
tire,27,近藤勇夫,special
tire,28,鎌桐蒼人,tension
tire,29,羅城門藤次,rough
tire,30,枚田影夫,counter
tire,31,水田流,rough
tire,32,出田優士,counter
tire,33,桐技躍馬,tension
tire,34,質屋流,bond
tire,35,松田正敏,special
tire,36,高知勇士,counter
tire,37,鮭川昇,special
tire,38,屋上遊,tension
tire,39,手力崇男,justice
tire,40,五月晴彦,special
tire,41,植木繁治,counter
tire,42,玉井央一,justice
tire,43,高雄みのる,rough
tire,44,前園航平,bond
tire,45,米沢義弘,rough
tire,46,森下返,justice
tire,47,熊本幾太郎,counter
tire,48,久士田結人,tension
tire,49,淀山大良,justice
tire,50,井形芳生,special
tire,51,深道秋生,justice
tire,52,川蝉育俊,rough
tire,53,榎戸敦,rough
tire,54,鼻本丈雄,special
tire,55,阿後大三,justice
tire,56,筋原俊二,justice
tire,57,松本はやと,rough
tire,58,柔光良,bond
tire,59,横田ケンイチ,counter
tire,60,模寺仁晶,special
tire,61,船田光洋,bond
tire,62,賀茂歓行,justice
tire,63,桜多聞,rough
tire,64,石山防仁,special
tire,65,一色真砂士,bond
tire,66,蛸田轟大,rough
tire,67,首里巌,counter
tire,68,村山昇治,special
tire,69,野田岳,justice
tire,70,浜本塁,justice
tire,71,舟山省二,counter
tire,72,大鹿伸吾,special
tire,73,尾崎佳知,rough
tire,74,沼上泥江,counter
tire,75,本多康平,rough
tire,76,金色庄七,justice
tire,77,横山圭介,justice
tire,78,押本久仁恵,rough
tire,79,横山圭介,justice
tire,80,団野昭南,counter
tire,81,団野昭南,counter
tire,82,野林茂有,counter
tire,83,大河誠剛,justice
tire,84,無頼寺五郎蔵,justice
tire,85,シャバリー・リベイロ,justice
tire,86,王井一郎,tension
tire,87,オットリーノ・ノビリ,tension
tire,88,ダニエレ・サンクティス,justice
tire,89,テレス・トルーエ,counter
tire,90,マリオ・サビオラ,rough
tire,91,アズベル・トルケーゼ,counter
tire,92,カーメイ・コーラー,rough
tire,93,グリッジョ・ジェッソ,tension
tire,94,ゴライアス,justice
tire,95,ラボック・ヘンクタッカー,tension
tire,96,ウォルター・マウンテン,justice
tire,97,アソール・ノルキア,tension
tire,98,ミシェル・モラン,special
tire,99,チェアマンＩ,rough
tire,100,ケネデ・ムロベッヅィ,justice
tire,101,唐崎桐市,justice
tire,102,開地惹句,tension
tire,103,ダイッコ・ブーカ,counter
tire,104,甘蔗隆住,tension
tire,105,珈琲挽,special
tire,106,多度和基,rough
tire,107,笛頭峻也,counter
tire,108,サキネル,special
tire,109,ヘビーモス,rough
tire,110,押井剛,justice
tire,111,伊吹死鬼,bond
tire,112,党賀徹,counter
tire,113,大沢田虎鉄,justice
tire,114,道家冠十郎,justice
tire,115,金平鉄斎,special
tire,116,豊田穣,rough
tire,117,武雲月弥,justice
tire,118,邸緩助,justice
tire,119,獅子峰才治,justice
tire,120,粉木夢二,special
tire,121,皮羽他頭水,special
tire,122,福田楼太郎,counter
tire,123,添田久留三,counter
tire,124,大風谷義一,bond
tire,125,尾伊都夏太,tension
tire,126,文藤量,counter
tire,127,大兜鎧,tension
tire,128,円秀立,justice
tire,129,突庭撃進,justice
tire,130,邑縞桐一郎,rough
tire,131,福音堅司,bond
tire,132,白魁龍千代,bond
tire,133,白魁龍千代,bond
tire,134,田孫獏,special
tire,135,樽医歯電,special
tire,136,雷轟ゴラン,special
tire,137,雷轟ゴラン,special
tire,138,御石月長,special
tire,139,押本強機,tension
tire,140,見不科王佐人,justice
tire,141,多蛇大太,rough
tire,142,文田時測,counter
tire,143,毬万次郎,counter
tire,144,堤きゃべつ,special
tire,145,志免楚歌,counter
tire,146,山田童一,special
tire,147,小山田俊介,counter
tire,148,鬼霧三平太,justice
tire,149,周防烈也,bond
tire,150,落村伝来,tension
tire,151,オーグ,rough
tire,152,具志堅勇,justice
tire,153,矢部半兵衛,special
tire,154,酢鼻廉示,tension
tire,155,嘉尾賀植頼,justice
tire,156,栗毛トオル,rough
tire,157,焼田具里固,tension
tire,158,デメグ,special
tire,159,ダク,special
tire,160,角馬王将,bond
tire,161,ハオ・ボーノ,counter
tire,162,早嘉城数寄,special
tire,163,許虎猪,tension
tire,164,トリヨンフ,counter
tire,165,新田蜂之心,justice
tire,166,熊崎伝治,special
tire,167,他山幸助,justice
tire,168,通紋次郎,tension
tire,169,ジャンク・ゴルダス,justice
tire,170,マン・チェスター,bond
tire,171,マン・チェスター,bond
tornado,1,大楠星士,bond
tornado,2,マイキー・リチャーズ,counter
tornado,3,闇野カゲト,rough
tornado,4,ラファエレ・ジェネラーニ,counter
tornado,5,日高岳,justice
tornado,6,在手実弓,rough
tornado,7,甲賀幻,bond
tornado,8,造形製雄,special
tornado,9,藤林長門,tension
tornado,10,明井戸達人,rough
tornado,11,下鶴改,tension
tornado,12,豪炎寺修也,justice
tornado,13,蛇丸彰真,special
tornado,14,目戸宇左,justice
tornado,15,明天名智,justice
tornado,16,安永英嗣,justice
tornado,17,千手孝史,bond
tornado,18,那須与一,tension
tornado,19,宇院武流人,bond
tornado,20,押井解,counter
tornado,21,水渡長流,tension
tornado,22,探田偵人,tension
tornado,23,山岡洋,counter
tornado,24,花神蔵六,rough
tornado,25,寺務育生,justice
tornado,26,福津朔也,counter
tornado,27,弓すぐる,tension
tornado,28,雨宮長宏,special
tornado,29,流山宏行,justice
tornado,30,新井超,bond
tornado,31,飛鳥健,justice
tornado,32,折野創,justice
tornado,33,鉄野洋平,rough
tornado,34,越智貞夫,special
tornado,35,縦演明,justice
tornado,36,棒迫満,justice
tornado,37,界戸瞬,special
tornado,38,目座相斗,rough
tornado,39,弾倉撃,bond
tornado,40,身辺保,tension
tornado,41,疾風隼人,justice
tornado,42,加賀美法子,bond
tornado,43,鉄壁堅,counter
tornado,44,神田基祐,bond
tornado,45,西部鷹也,rough
tornado,46,堀道子,bond
tornado,47,平良潜,justice
tornado,48,根切ともえ,bond
tornado,49,角塚王是,justice
tornado,50,船場銀子,counter
tornado,51,小龍翼,tension
tornado,52,組村淳弘,special
tornado,53,豪炎寺真人,bond
tornado,54,吉本和希,justice
tornado,55,古家更沙,justice
tornado,56,羽生志恵里,counter
tornado,57,西川昌枝,special
tornado,58,目抜冴火,justice
tornado,59,小寺恒之,bond
tornado,60,渡克明,special
tornado,61,北形神音,bond
tornado,62,冴木保則,tension
tornado,63,桶谷平太,counter
tornado,64,宮池椎奈,special
tornado,65,福田光久,justice
tornado,66,荻野哲郎,bond
tornado,67,田元寿紀,justice
tornado,68,岸川速香,special
tornado,69,君波好正,special
tornado,70,清家苑香,justice
tornado,71,代田日出夫,counter
tornado,72,葉月芽亜里,rough
tornado,73,久本重明,special
tornado,74,高峰瑛里沙,tension
tornado,75,高津和史,rough
tornado,76,黒沢賢人,tension
tornado,77,瀬川流留,tension
tornado,78,平留九朗,counter
tornado,79,マジディ・イスマイール,tension
tornado,80,イン・チキータ,counter
tornado,81,チェ・チャンスウ,counter
tornado,82,ハッサン・アーメド,bond
tornado,83,ショーン・ピアース,bond
tornado,84,ゴーシュ・フレア,tension
tornado,85,ミケーレ・ジャックス,rough
tornado,86,早撃銃子,bond
tornado,87,剣恭平,bond
tornado,88,狭井峻也,rough
tornado,89,アスタロス,counter
tornado,90,三枡圭人,counter
tornado,91,ネネル,counter
tornado,92,フアン・スベルディア,special
tornado,93,エノレル,special
tornado,94,三羽踊,counter
tornado,95,高城乃風子,rough
tornado,96,理央マルシャ,rough
tornado,97,召喚願,tension
tornado,98,航海遙,special
tornado,99,多陣香美,rough
tornado,100,千徳真咲,tension
tornado,101,情報整理,tension
tornado,102,小塙直影,rough
tornado,103,炉保手楠美,rough
tornado,104,電算機美,tension
tornado,105,統計解,special
tornado,106,大笹牧吾郎,counter
tornado,107,堀米乱太,justice
tornado,108,永源羽乃,counter
tornado,109,恵隆亜須帆,counter
tornado,110,扇森宗厚,special
tornado,111,手裏ケン,counter
tornado,112,狙撃手津雄,justice
tornado,113,鈎名和掛,justice
tornado,114,苦無中,tension
tornado,115,走破耐久,rough
tornado,116,巻菱逃,justice
tornado,117,剣城京介,rough
tornado,118,木屋功治,rough
tornado,119,秋山ヒミコ,special
tornado,120,鬼怒川我貫,counter
tornado,121,比嘉健康,tension
tornado,122,氷里樹,rough
tornado,123,安藤恒之,tension
tornado,124,海図航一郎,tension
tornado,125,住井礼,bond
tornado,126,比嘉志欣也,justice
tornado,127,土井垣元,special
tornado,128,藍野勇,bond
tornado,129,正添快晴,counter
tornado,130,郷里乱造,counter
tornado,131,雨露しずく,counter
tornado,132,布施覆,rough
tornado,133,九朗田踊助,justice
tornado,134,福山繰栖,rough
tornado,135,北下武利,justice
tornado,136,太力場佳,justice
tornado,137,怖川霊子,rough
tornado,138,佐々西己利,counter
tornado,139,財前塔子,rough
tornado,140,書原辰人,justice
tornado,141,四井静時,special
tornado,142,縁帽踏,special
tornado,143,鷹垣爪二郎,bond
tornado,144,加銘礼央,counter
tornado,145,内村正士郎,counter
tornado,146,品田戴,counter
tornado,147,初市詠美,bond
tornado,148,場津典子,counter
tornado,149,恵理栖準星,bond
tornado,150,釘崎鉄男,counter
tornado,151,恵理栖準星,bond
tornado,152,山郭乗,counter
tornado,153,鉢緒真樹夫,bond
tornado,154,播磨忠,bond
tornado,155,三井想汰,counter
